Fragility_no,Infrastructure_class,Infrastructure_subclass,Metadata_description,Metadata_region,Metadata_author,Hazard_type,IM,IM_unit,Fragility_development_method,Fragility_distribution,No_of_damage_state,Damage_state_1,Damage_state_med_1,Damage_state_std_1,Damage_state_2,Damage_state_med_2,Damage_state_std_2,Damage_state_3,Damage_state_med_3,Damage_state_std_3,Damage_state_4,Damage_state_med_4,Damage_state_std_4,Fragility_description,Fragility_polynomial,Damage_state_5,Damage_state_med_5,Damage_state_std_5,,Ranking_score_IM,Ranking_score_NDS,Ranking_score_Region,Ranking_score_Normalized,Infrastructure_image,Metadata_file_name,Dispersion_type
745,transportation system,RC bridge,FardisEtAl2011,Europe,"Fardis M.N., Tsionis G., Askouni P., Analytical fragility functions for RC bridge - UPAT methodology, Internal Report, Syner-G Project 2009/2012",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,2,Yielding,0.164,0.072,Collapse,1.223,0.402,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,RWB-MPDC9.xml,Standard_deviation
746,transportation system,RC bridge,SaxenaEtAl2000,USA,"Saxena V., Deodatis G., Shinozuka M., Feng M.Q., Development of fragility curves for multi-span RC bridge, International Conference on Monte Carlo Simulation, 2000",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,3,Moderate,0.361,0.095,Extensive,0.502,0.134,Complete,0.839,0.255,,,,,,,,,,0.75,0.75,0.5,0.666666667,./assets/CLiP_TBA.PNG,"SaxenaEtAl2000, DIFF.xml",Standard_deviation
747,transportation system,RC bridge,SaxenaEtAl2000,USA,"Saxena V., Deodatis G., Shinozuka M., Feng M.Q., Development of fragility curves for multi-span RC bridge, International Conference on Monte Carlo Simulation, 2000",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,3,Moderate,0.598,0.093,Extensive,0.851,0.13,Complete,1.88,0.996,,,,,,,,,,0.75,0.75,0.5,0.666666667,./assets/CLiP_TBA.PNG,"SaxenaEtAl2000, IDENT-MEDIUM.xml",Standard_deviation
748,transportation system,RC bridge,SaxenaEtAl2000,USA,"Saxena V., Deodatis G., Shinozuka M., Feng M.Q., Development of fragility curves for multi-span RC bridge, International Conference on Monte Carlo Simulation, 2000",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,3,Moderate,0.433,0.069,Extensive,0.605,0.099,Complete,1.009,0.193,,,,,,,,,,0.75,0.75,0.5,0.666666667,./assets/CLiP_TBA.PNG,"SaxenaEtAl2000, IDENT-SOFT.xml",Standard_deviation
749,transportation system,RC bridge,SaxenaEtAl2000,USA,"Saxena V., Deodatis G., Shinozuka M., Feng M.Q., Development of fragility curves for multi-span RC bridge, International Conference on Monte Carlo Simulation, 2000",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,5,None,0.284,0.084,Slight,0.29,0.068,Moderate,0.412,0.11,Extensive,0.559,0.151,,,Complete,0.979,0.367,,0.75,1,0.5,0.75,./assets/CLiP_TBA.PNG,"SaxenaEtAl2000, SAME-MEDIUM.xml",Standard_deviation
750,transportation system,RC bridge,SaxenaEtAl2000,USA,"Saxena V., Deodatis G., Shinozuka M., Feng M.Q., Development of fragility curves for multi-span RC bridge, International Conference on Monte Carlo Simulation, 2000",earthquake,PGA,g,Analytical - Nonlinear Dynamic,Lognormal,3,Moderate,0.293,0.067,Extensive,0.4,0.099,Complete,0.646,0.149,,,,,,,,,,0.75,0.75,0.5,0.666666667,./assets/CLiP_TBA.PNG,"SaxenaEtAl2000, SAME-SOFT.xml",Standard_deviation
751,transportation system,RC bridge,Shinozukaetal2000a,Japan,"Shinozuka M., Feng M.Q., Lee j., Naganuma T., Statistical analysis of fragility curves, ASCE Journal of Engineering Mechanics 126(12), 1224-1231, 2000a",earthquake,PGA,g,Empirical and Analytical - Nonlinear Dynamic,Lognormal,2,Minor,0.203,0.037,Major,0.262,0.034,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,"Shinozukaetal2000a, Analytical Approach, Bridge 1.xml",Standard_deviation
752,transportation system,RC bridge,Shinozukaetal2000a,Japan,"Shinozuka M., Feng M.Q., Lee j., Naganuma T., Statistical analysis of fragility curves, ASCE Journal of Engineering Mechanics 126(12), 1224-1231, 2000a",earthquake,PGA,g,Empirical and Analytical - Nonlinear Dynamic,Lognormal,2,Minor,0.235,0.047,Major,0.315,0.1,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,"Shinozukaetal2000a, Analytical Approach, Bridge 2.xml",Standard_deviation
753,transportation system,RC bridge,Shinozukaetal2000a,Japan,"Shinozuka M., Feng M.Q., Lee j., Naganuma T., Statistical analysis of fragility curves, ASCE Journal of Engineering Mechanics 126(12), 1224-1231, 2000a",earthquake,PGA,g,Empirical and Analytical - Nonlinear Dynamic,Lognormal,3,Moderate,0.559,0.361,Major,0.764,0.362,Collapse,0.867,0.391,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2000a, Empirical Approach.xml",Standard_deviation
754,transportation system,RC bridge,ShinozukaEtAl2000b,USA,"Shinozuka M., Feng M.Q., Kim H.K., Kim S.H., Nonlinear static procedure for fragility curve development, ASCE Journal of Engineering Mechanics, 126(12), 1287-1295, 2000b",earthquake,PGA,g,Analytical - Nonlinear Static,Lognormal,2,Minor,0.202,0.044,Major,0.279,0.062,,,,,,,,,,,,,0.75,0.5,0.5,0.583333333,./assets/CLiP_TBA.PNG,ShinozukaEtAl2000b.xml,Standard_deviation
755,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,1.21,1.225,Moderate,1.244,1.025,Major,1.668,1.209,Collapse,3.429,2.581,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Caltran's Bridges (USA), general RC bridge, Method 1.xml",Standard_deviation
756,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,1.162,1.138,Moderate,1.498,1.467,Major,2.463,2.412,Collapse,5.542,5.427,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Caltran's Bridges (USA), general RC bridge, Method 2.xml",Standard_deviation
757,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,1.162,1.138,Moderate,1.498,1.467,Major,2.463,2.412,Collapse,5.542,5.427,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, First Level, Composite.xml",Standard_deviation
758,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,2,Minor,1.597,1.513,Moderate,1.9,1.799,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Multiple Span, 0-20, Soil A.xml",Standard_deviation
759,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,1,Minor,0.001,0.001,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Multiple Span, 0-20, Soil B.xml",Standard_deviation
760,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,1.166,1.123,Moderate,1.61,1.551,Major,2.846,2.74,Collapse,5.636,5.427,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Multiple Span, 0-20, Soil C.xml",Standard_deviation
761,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,0.642,0.275,Moderate,0.642,0.275,Major,0.783,0.335,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Multiple Span, 20-60, Soil A.xml",Standard_deviation
762,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,0.561,0.286,Moderate,0.718,0.366,Major,0.718,0.366,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Multiple Span, 20-60, Soil B.xml",Standard_deviation
763,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,0.99,1.019,Moderate,1.263,1.3,Major,2.354,2.423,Collapse,6.645,6.84,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Multiple Span, 20-60, Soil C.xml",Standard_deviation
764,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,0.428,0.193,Moderate,0.526,0.237,Major,0.768,0.346,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Multiple Span, 60+, Soil A.xml",Standard_deviation
765,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,0.351,0.089,Moderate,0.444,0.113,Major,0.743,0.189,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Multiple Span, 60+, Soil B.xml",Standard_deviation
766,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,0.575,0.328,Moderate,0.656,0.374,Major,0.932,0.531,Collapse,1.531,0.872,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Multiple Span, 60+, Soil C.xml",Standard_deviation
767,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,1,Minor,0.724,0.146,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Single Span, 0-20, Soil A.xml",Standard_deviation
768,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,1,Minor,0.663,0.284,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Single Span, 0-20, Soil B.xml",Standard_deviation
769,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,1.447,0.897,Moderate,1.753,1.086,Major,2.694,1.669,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Single Span, 0-20, Soil C.xml",Standard_deviation
770,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,1,Minor,0.001,0.001,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Single Span, 20-60, Soil A.xml",Standard_deviation
771,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,1,Minor,0.001,0.001,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Single Span, 20-60, Soil B.xml",Standard_deviation
772,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,0.669,0.271,Moderate,0.755,0.306,Major,1.057,0.429,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Single Span, 20-60, Soil C.xml",Standard_deviation
773,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,1,Minor,0.001,0.001,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Single Span, 60+, Soil A.xml",Standard_deviation
774,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,1,Minor,0.001,0.001,,,,,,,,,,,,,,,,0.75,0.25,0.25,0.416666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Single Span, 60+, Soil B.xml",Standard_deviation
775,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,0.79,0.787,Moderate,1.524,1.518,Major,2.879,2.867,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Fourth Level, Span-Skew-Soil, Single Span, 60+, Soil C.xml",Standard_deviation
776,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,0.559,0.361,Moderate,0.764,0.362,Major,0.877,0.395,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, HEPC’s Bridges (Japan), general RC bridge, Method 1.xml",Standard_deviation
777,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,0.55,0.334,Moderate,0.854,0.518,Major,1.041,0.632,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, HEPC’s Bridges (Japan), general RC bridge, Method 2.xml",Standard_deviation
778,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,1.555,1.882,Moderate,2.167,2.624,Major,3.957,4.791,Collapse,8.087,9.791,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Second Level, Skew, 0-20.xml",Standard_deviation
779,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,0.927,0.778,Moderate,1.136,0.953,Major,1.801,1.511,Collapse,5.13,4.304,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Second Level, Skew, 20-60.xml",Standard_deviation
780,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,0.595,0.384,Moderate,0.75,0.484,Major,1.107,0.714,Collapse,2.011,1.298,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Second Level, Skew, 60+.xml",Standard_deviation
781,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,2.1,2.502,Moderate,2.784,3.317,Major,4.075,4.856,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Second Level, Soil, Soil A.xml",Standard_deviation
782,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,1.509,1.798,Moderate,2.115,2.521,Major,3.407,4.059,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Second Level, Soil, Soil B.xml",Standard_deviation
783,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,1.079,1.005,Moderate,1.38,1.285,Major,2.323,2.162,Collapse,4.877,4.54,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Second Level, Soil, Soil C.xml",Standard_deviation
784,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,4,Minor,0.933,0.769,Moderate,1.192,0.983,Major,1.957,1.613,Collapse,4.225,3.482,,,,,,,0.75,1,0.25,0.666666667,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Second Level, Span, Multi.xml",Standard_deviation
785,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,1.654,1.513,Moderate,2.169,1.985,Major,3.592,3.287,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Second Level, Span, Single.xml",Standard_deviation
786,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,2,Minor,2.144,1.674,Moderate,2.487,1.942,,,,,,,,,,,,,0.75,0.5,0.25,0.5,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Third Level, Soil-Skew, Soil A, 0-20.xml",Standard_deviation
787,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,0.952,0.507,Moderate,1.031,0.55,Major,1.144,0.61,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Third Level, Soil-Skew, Soil A, 20-60.xml",Standard_deviation
788,transportation system,RC bridge,Shinozukaetal2003,Japan and USA,"Shinozuka M., Feng M.Q., Kim H.K., Uzawa T., Ueda T., Statistical analysis of fragility curves,  Technical Report MCEER-03-0002, State University of New York, Buffalo, 2003",earthquake,PGA,g,Empirical,Lognormal,3,Minor,0.671,0.496,Moderate,0.858,0.634,Major,1.318,0.974,,,,,,,,,,0.75,0.75,0.25,0.583333333,./assets/CLiP_TBA.PNG,"Shinozukaetal2003, Third Level, Soil-Skew, Soil A, 60+.xml",Standard_deviation
